unix_ts,avg_latency_ms,throughput,cumulative_throughput,cpu_1,memory_mb_1,cpu_2,memory_mb_2,cpu_3,memory_mb_3,avg_cpu,avg_memory_mb
1458758014,4.514737,221,27112,23.36,75.50,14.89,73.67,14.31,71.37,17.52,73.51
1458758015,4.508143,222,27334,23.38,75.50,14.91,73.67,14.31,71.37,17.53,73.51
1458758016,4.834282,206,27540,23.43,76.06,14.95,74.00,14.30,71.96,17.56,74.01
1458758017,4.627712,216,27756,23.45,76.06,14.97,74.00,14.28,71.96,17.57,74.01
1458758018,4.596925,218,27974,23.47,76.06,14.98,74.00,14.30,71.96,17.58,74.01
1458758019,4.544161,219,28193,23.48,76.06,15.00,74.00,14.29,72.02,17.59,74.03
1458758020,4.455266,225,28418,23.53,76.71,15.02,74.32,14.29,72.70,17.61,74.58
1458758021,4.566989,219,28637,23.54,77.00,15.04,75.36,14.29,72.70,17.62,75.02
1458758022,4.595467,217,28854,23.55,77.00,15.08,76.25,14.27,72.70,17.63,75.32
1458758023,4.720583,212,29066,23.56,77.00,15.10,76.25,14.26,73.75,17.64,75.67
1458758024,4.690528,212,29278,23.56,77.28,15.10,76.25,14.29,73.75,17.65,75.76
1458758025,4.536407,221,29499,23.59,78.04,15.12,76.25,14.30,73.75,17.67,76.01
1458758026,4.506813,222,29721,23.60,78.90,15.13,76.82,14.31,74.33,17.68,76.68
1458758027,4.544892,220,29941,23.61,78.90,15.18,78.02,14.32,74.33,17.70,77.08
1458758028,4.397653,227,30168,23.61,78.90,15.19,78.02,14.34,74.33,17.71,77.08
1458758029,4.439989,225,30393,23.65,79.44,15.20,78.02,14.37,76.12,17.74,77.86
1458758030,4.353769,229,30622,23.66,79.44,15.23,78.02,14.37,76.12,17.75,77.86
1458758031,4.362236,229,30851,23.66,79.44,15.24,78.05,14.38,76.44,17.76,77.98
1458758032,4.425084,226,31077,23.66,79.98,15.26,78.05,14.37,76.98,17.76,78.34
1458758033,4.386067,228,31305,23.71,79.98,15.27,78.05,14.38,76.98,17.79,78.34
1458758034,4.265337,234,31539,23.70,80.28,15.28,78.05,14.40,76.98,17.79,78.44
1458758035,4.315990,232,31771,23.71,80.28,15.28,78.05,14.40,76.98,17.80,78.44
1458758036,4.315488,231,32002,23.72,80.28,15.28,78.05,14.39,76.98,17.80,78.44
1458758037,4.341703,230,32232,23.75,80.28,15.30,78.05,14.39,76.98,17.81,78.44
1458758038,4.481787,223,32455,23.75,80.28,15.30,78.05,14.39,76.98,17.81,78.44
1458758039,4.401017,227,32682,23.75,80.28,15.30,78.05,14.41,76.98,17.82,78.44
1458758040,4.287070,234,32916,23.76,80.50,15.29,78.05,14.41,76.98,17.82,78.51
1458758041,4.503786,221,33137,23.80,80.50,15.29,78.14,14.40,76.98,17.83,78.54
1458758042,4.445562,225,33362,23.79,80.50,15.30,78.14,14.40,76.98,17.83,78.54
1458758043,4.525309,221,33583,23.79,80.50,15.34,78.14,14.39,76.98,17.84,78.54
1458758044,4.487465,223,33806,23.80,80.85,15.36,78.14,14.38,76.98,17.85,78.66
1458758045,4.537449,220,34026,23.82,80.85,15.37,78.14,14.40,76.98,17.86,78.66
1458758046,4.646167,215,34241,23.81,80.85,15.38,78.50,14.40,76.98,17.86,78.78
1458758047,4.479478,221,34462,23.81,81.19,15.40,78.50,14.41,76.98,17.87,78.89
1458758048,4.452019,225,34687,23.81,81.51,15.44,78.50,14.41,77.35,17.89,79.12
1458758049,4.592467,219,34906,23.83,81.51,15.44,78.50,14.41,77.35,17.89,79.12
1458758050,4.551861,219,35125,23.84,81.51,15.44,78.50,14.42,77.35,17.90,79.12
1458758051,4.456450,223,35348,23.86,81.51,15.44,78.50,14.42,77.35,17.91,79.12
1458758052,4.531377,222,35570,23.85,81.51,15.42,78.50,14.41,77.35,17.89,79.12
1458758053,4.579958,218,35788,23.86,81.78,15.43,78.83,14.40,77.35,17.90,79.32
1458758054,4.602949,217,36005,23.88,82.07,15.46,79.16,14.39,77.35,17.91,79.53
1458758055,4.623326,216,36221,23.88,82.07,15.46,79.16,14.39,77.54,17.91,79.59
1458758056,4.670520,214,36435,23.88,82.07,15.47,79.45,14.41,77.85,17.92,79.79
1458758057,4.668478,215,36650,23.89,82.07,15.48,79.45,14.41,78.12,17.93,79.88
1458758058,4.611669,216,36866,23.92,82.73,15.48,79.78,14.40,78.12,17.93,80.21
1458758059,4.506179,222,37088,23.93,83.84,15.53,80.60,14.39,78.12,17.95,80.85
1458758060,4.474597,223,37311,23.95,83.84,15.54,80.60,14.39,79.57,17.96,81.34
1458758061,4.723756,211,37522,23.94,83.84,15.56,80.60,14.37,79.57,17.96,81.34
1458758062,4.616806,215,37737,23.95,83.84,15.58,80.60,14.38,79.70,17.97,81.38
1458758063,4.529175,223,37960,23.98,83.84,15.58,80.60,14.38,80.09,17.98,81.51
1458758064,4.544113,219,38179,23.99,83.84,15.59,80.67,14.38,80.09,17.99,81.53
1458758065,4.543749,221,38400,24.00,83.84,15.63,82.26,14.37,80.09,18.00,82.06
1458758066,4.625979,216,38616,24.01,83.84,15.65,82.26,14.36,80.09,18.01,82.06
1458758067,4.470098,223,38839,24.04,84.65,15.66,82.26,14.36,80.09,18.02,82.33
1458758068,4.409354,227,39066,24.05,84.65,15.68,82.59,14.38,80.76,18.04,82.67
1458758069,4.463553,224,39290,24.05,84.65,15.69,82.59,14.37,81.04,18.04,82.76
1458758070,4.398934,226,39516,24.06,84.65,15.70,82.59,14.37,81.04,18.04,82.76
1458758071,4.493659,223,39739,24.07,85.50,15.74,84.27,14.36,81.87,18.06,83.88
1458758072,4.361388,229,39968,24.11,85.50,15.75,84.27,14.36,81.87,18.07,83.88
1458758073,4.266910,233,40201,24.11,85.50,15.76,84.56,14.38,82.53,18.08,84.20
1458758074,4.353884,230,40431,24.11,85.50,15.77,84.56,14.39,82.53,18.09,84.20
1458758075,4.452288,223,40654,24.12,85.50,15.77,84.87,14.39,82.53,18.09,84.30
1458758076,4.649119,216,40870,24.16,85.85,15.78,84.87,14.39,82.53,18.11,84.42
1458758077,4.595541,217,41087,24.18,85.85,15.82,84.87,14.37,82.53,18.12,84.42
1458758078,4.649141,215,41302,24.20,85.85,15.83,84.87,14.37,82.53,18.13,84.42
1458758079,4.576173,219,41521,24.22,85.85,15.84,84.87,14.38,82.53,18.15,84.42
1458758080,4.612342,216,41737,24.24,85.85,15.84,84.87,14.38,82.91,18.15,84.54
1458758081,4.671084,214,41951,24.28,86.18,15.84,84.87,14.37,83.19,18.16,84.75
1458758082,4.592198,218,42169,24.30,86.18,15.85,84.87,14.36,83.19,18.17,84.75
1458758083,4.678098,213,42382,24.33,86.48,15.87,84.87,14.36,83.19,18.19,84.85
1458758084,4.732045,211,42593,24.34,86.48,15.87,84.87,14.36,83.19,18.19,84.85
1458758085,4.690213,213,42806,24.39,86.48,15.88,84.87,14.37,83.19,18.21,84.85
1458758086,4.587314,218,43024,24.40,86.85,15.88,84.87,14.37,83.19,18.22,84.97
1458758087,4.558077,219,43243,24.42,86.85,15.88,84.87,14.37,83.19,18.22,84.97
1458758088,4.477801,223,43466,24.43,87.16,15.89,84.87,14.37,83.19,18.23,85.07
1458758089,4.382960,228,43694,24.44,87.16,15.92,84.87,14.37,83.19,18.24,85.07
1458758090,4.632093,216,43910,24.48,87.78,15.92,84.87,14.37,83.19,18.26,85.28
1458758091,4.654466,215,44125,24.49,87.78,15.93,84.87,14.39,83.19,18.27,85.28
1458758092,4.542726,220,44345,24.50,87.78,15.94,85.20,14.39,83.19,18.28,85.39
1458758093,4.557713,219,44564,24.52,88.34,15.94,85.20,14.40,83.19,18.29,85.58
1458758094,4.489630,222,44786,24.56,88.61,15.97,85.20,14.40,83.52,18.31,85.78
1458758095,4.647111,216,45002,24.57,88.61,15.98,85.51,14.41,83.52,18.32,85.88
1458758096,4.414056,226,45228,24.58,88.61,15.98,85.51,14.41,83.79,18.32,85.97
1458758097,4.371231,228,45456,24.60,88.61,15.98,85.51,14.44,86.19,18.34,86.77
1458758098,4.548723,220,45676,24.60,88.61,15.98,85.51,14.44,86.19,18.34,86.77
1458758099,4.735873,211,45887,24.64,89.22,15.98,85.51,14.45,86.19,18.36,86.97
1458758100,4.598769,217,46104,24.64,89.68,15.99,85.86,14.45,86.47,18.36,87.34
1458758101,4.489422,222,46326,24.66,89.68,16.02,86.16,14.45,86.47,18.38,87.44
1458758102,4.493234,223,46549,24.67,89.68,16.02,86.51,14.46,86.47,18.38,87.55
1458758103,4.639273,216,46765,24.68,89.68,16.03,86.51,14.48,87.49,18.40,87.89
1458758104,4.626657,215,46980,24.73,90.68,16.04,87.60,14.49,88.86,18.42,89.05
1458758105,4.449719,225,47205,24.74,90.68,16.04,87.60,14.49,88.86,18.42,89.05
1458758106,4.372514,228,47433,24.76,90.68,16.05,87.60,14.50,88.86,18.44,89.05
1458758107,4.264059,235,47668,24.77,90.68,16.08,88.04,14.50,88.86,18.45,89.19
1458758108,4.521959,221,47889,24.79,90.68,16.08,88.04,14.50,88.86,18.46,89.19
1458758109,4.520391,221,48110,24.82,92.58,16.09,88.37,14.53,89.13,18.48,90.03
1458758110,4.547152,219,48329,24.83,92.58,16.09,88.37,14.53,89.13,18.48,90.03
1458758111,4.600754,217,48546,24.84,92.87,16.10,88.73,14.53,89.13,18.49,90.24
1458758112,4.528817,221,48767,24.85,92.87,16.11,88.73,14.53,89.13,18.50,90.24
1458758113,4.618870,216,48983,24.87,93.25,16.14,90.31,14.53,89.13,18.51,90.90
1458758114,4.461487,224,49207,24.91,93.25,16.14,90.31,14.53,89.44,18.53,91.00
1458758115,4.645229,215,49422,24.91,93.25,16.14,90.59,14.54,89.44,18.53,91.09
1458758116,4.426482,226,49648,24.92,93.25,16.14,91.40,14.57,90.47,18.54,91.71
1458758117,4.407913,226,49874,24.93,93.25,16.15,91.40,14.57,90.47,18.55,91.71
1458758118,4.552014,126,50000,24.87,93.25,16.11,91.40,14.53,90.47,18.50,91.71
