unix_ts,avg_latency_ms,throughput
1458758083,14.469298,69
1458758084,14.703572,68
1458758085,14.296381,70
1458758086,14.127602,71
1458758087,14.675953,68
1458758088,14.280674,70
1458758089,14.465358,69
1458758090,14.610141,68
1458758091,14.379133,70
1458758092,14.702726,68
1458758093,14.558883,69
1458758094,14.574348,68
1458758095,14.699830,68
1458758096,14.590601,69
1458758097,14.718324,68
1458758098,14.832047,66
1458758099,14.782722,69
1458758100,14.674153,68
1458758101,14.662129,68
1458758102,14.580778,69
1458758103,14.921556,67
1458758104,14.580096,68
1458758105,15.110878,66
1458758106,15.016330,67
1458758107,14.266730,70
1458758108,14.235872,70
1458758109,14.306799,70
1458758110,14.112447,71
1458758111,14.735902,68
1458758112,14.885605,67
1458758113,14.435944,69
1458758114,14.306926,70
1458758115,14.270429,70
1458758116,13.805290,73
1458758117,14.841229,67
1458758118,14.304189,70
1458758119,14.420117,69
1458758120,14.495337,69
1458758121,14.119420,71
1458758122,14.209160,70
1458758123,14.296839,70
1458758124,14.324472,70
1458758125,14.365460,69
1458758126,14.290712,70
1458758127,14.291497,70
1458758128,14.176422,71
1458758129,14.417713,69
1458758130,14.479077,69
1458758131,15.015931,67
1458758132,14.394159,69
1458758133,13.998008,72
1458758134,13.722974,73
1458758135,14.448404,69
1458758136,14.121130,71
1458758137,14.387616,69
1458758138,14.190012,71
1458758139,14.807455,67
1458758140,14.299143,70
1458758141,14.390632,70
1458758142,14.604074,68
1458758143,14.388401,69
1458758144,14.629289,69
1458758145,14.259401,70
1458758146,14.339763,69
1458758147,14.565629,69
1458758148,14.316429,70
1458758149,14.603859,69
1458758150,14.346907,69
1458758151,14.497849,69
1458758152,14.523346,69
1458758153,14.257966,70
1458758154,14.280160,70
1458758155,14.273799,70
1458758156,14.250403,70
1458758157,14.641169,69
1458758158,14.587451,68
1458758159,14.646295,68
1458758160,14.638538,69
1458758161,14.754847,67
1458758162,14.842919,68
1458758163,14.335410,70
1458758164,14.668300,68
1458758165,14.272901,70
1458758166,14.512757,69
1458758167,14.345599,69
1458758168,14.189748,71
1458758169,14.328173,70
1458758170,14.359242,69
1458758171,13.965919,72
1458758172,14.519075,69
1458758173,14.523564,69
1458758174,14.322211,69
1458758175,14.178622,71
1458758176,14.012044,71
1458758177,14.388106,70
1458758178,14.061532,71
1458758179,14.111387,71
1458758180,13.960969,71
1458758181,14.404323,70
1458758182,14.149291,70
1458758183,14.480936,69
1458758184,14.111940,71
1458758185,14.347112,70
1458758186,14.220182,70
1458758187,14.204226,70
1458758188,14.284214,71
1458758189,14.345457,69
1458758190,14.226534,70
1458758191,14.200107,71
1458758192,14.509516,69
1458758193,14.328276,70
1458758194,14.163271,70
1458758195,14.383925,70
1458758196,14.215408,70
1458758197,14.156150,70
1458758198,14.060910,72
1458758199,14.092256,71
1458758200,14.136908,70
1458758201,14.458634,69
1458758202,14.013219,72
1458758203,13.777981,72
1458758204,13.915525,72
1458758205,14.029138,72
1458758206,14.048421,71
1458758207,13.931244,71
1458758208,14.286808,70
1458758209,13.836444,73
1458758210,14.257978,70
1458758211,14.065612,71
1458758212,13.915003,72
1458758213,13.969450,71
1458758214,14.033711,71
1458758215,14.537493,69
1458758216,13.972417,72
1458758217,14.045976,71
1458758218,13.956389,72
1458758219,14.075267,71
1458758220,14.127370,70
1458758221,14.040497,72
1458758222,14.233587,70
1458758223,14.138583,71
1458758224,14.430390,69
1458758225,13.827067,72
1458758226,14.126768,71
1458758227,13.686732,73
1458758228,14.177550,70
1458758229,13.735788,73
1458758230,13.717246,73
1458758231,14.380510,70
1458758232,14.273080,70
1458758233,14.222143,70
1458758234,13.878140,72
1458758235,14.327102,70
1458758236,14.315108,70
1458758237,14.045454,71
1458758238,13.871182,72
1458758239,14.068747,71
1458758240,13.832287,72
1458758241,14.002169,72
1458758242,13.794260,72
1458758243,13.783023,73
1458758244,13.876467,72
1458758245,14.066671,71
1458758246,13.855017,72
1458758247,14.019263,71
1458758248,14.217079,71
1458758249,13.918693,71
1458758250,13.735704,73
1458758251,14.347123,70
1458758252,13.853932,72
1458758253,13.990068,71
1458758254,14.004374,72
1458758255,13.941796,72
1458758256,13.855677,72
1458758257,14.192005,70
1458758258,13.594398,74
1458758259,13.840933,72
1458758260,14.040680,71
1458758261,13.690150,73
1458758262,14.312916,70
1458758263,13.860303,72
1458758264,13.748953,73
1458758265,13.852935,72
1458758266,13.845014,72
1458758267,13.851870,72
1458758268,14.043011,71
1458758269,14.456990,70
1458758270,14.076479,71
1458758271,14.462156,69
1458758272,14.099625,71
1458758273,13.911905,71
1458758274,13.634107,74
1458758275,13.745136,73
1458758276,13.862958,72
1458758277,14.233164,70
1458758278,13.707366,73
1458758279,13.862857,72
1458758280,13.439363,75
1458758281,14.064172,71
1458758282,14.007578,71
1458758283,13.950678,72
1458758284,13.958609,70
1458758285,14.334600,71
1458758286,14.121202,71
1458758287,14.039628,71
1458758288,13.649532,73
1458758289,13.804008,73
1458758290,13.682429,73
1458758291,13.978734,71
1458758292,14.471592,69
1458758293,14.438232,69
1458758294,14.526331,69
1458758295,14.293660,70
1458758296,14.558085,69
1458758297,14.140883,70
1458758298,14.368282,70
1458758299,14.258299,70
1458758300,14.319861,70
1458758301,14.563177,69
1458758302,14.308645,69
1458758303,14.097459,72
1458758304,13.958046,71
1458758305,14.298340,70
1458758306,13.540253,74
1458758307,14.427514,69
1458758308,13.777561,73
1458758309,14.311807,70
1458758310,14.333596,69
1458758311,14.233753,71
1458758312,14.237248,70
1458758313,14.056012,71
1458758314,13.649461,73
1458758315,13.728434,73
1458758316,13.946401,72
1458758317,13.590017,73
1458758318,13.984170,72
1458758319,14.134522,70
1458758320,13.965185,72
1458758321,14.577159,69
1458758322,14.041321,71
1458758323,14.104825,71
1458758324,14.224320,70
1458758325,14.298466,70
1458758326,14.775248,68
1458758327,14.506885,68
1458758328,14.501245,69
1458758329,14.343616,70
1458758330,14.920636,67
1458758331,14.800740,68
1458758332,14.767424,67
1458758333,15.087842,67
1458758334,14.599318,68
1458758335,14.512244,69
1458758336,14.729787,68
1458758337,14.849374,67
1458758338,14.837247,67
1458758339,14.728359,68
1458758340,14.545679,69
1458758341,14.649409,68
1458758342,14.524033,69
1458758343,14.764690,68
1458758344,14.588643,68
1458758345,14.694861,69
1458758346,14.577415,68
1458758347,14.154755,71
1458758348,14.443058,69
1458758349,14.376177,70
1458758350,14.290930,69
1458758351,14.405709,70
1458758352,14.818006,67
1458758353,14.581224,69
1458758354,14.527828,69
1458758355,15.096212,66
1458758356,14.547101,69
1458758357,14.346452,69
1458758358,14.304232,70
1458758359,14.633670,68
1458758360,14.094993,71
1458758361,14.603688,69
1458758362,14.010689,71
1458758363,14.562079,69
1458758364,14.424163,69
1458758365,14.318767,70
1458758366,14.522177,69
1458758367,14.227636,70
1458758368,14.515961,69
1458758369,14.274934,70
1458758370,14.273815,70
1458758371,14.216892,70
1458758372,14.557158,69
1458758373,14.029526,71
1458758374,14.575484,69
1458758375,14.243867,70
1458758376,14.620442,69
1458758377,14.272040,70
1458758378,14.167535,70
1458758379,14.548714,69
1458758380,14.521186,69
1458758381,14.309422,69
1458758382,14.464970,70
1458758383,14.240063,70
1458758384,14.385790,69
1458758385,14.041402,72
1458758386,14.166991,70
1458758387,14.068107,71
1458758388,14.243086,70
1458758389,14.250500,70
1458758390,14.152704,71
1458758391,14.012939,71
1458758392,14.302893,70
1458758393,14.183203,71
1458758394,13.879751,72
1458758395,14.052627,71
1458758396,14.252879,70
1458758397,13.829023,72
1458758398,13.942737,72
1458758399,14.012240,72
1458758400,14.054234,71
1458758401,14.686944,68
1458758402,14.514552,69
1458758403,14.107016,71
1458758404,14.272653,70
1458758405,14.190675,70
1458758406,14.062316,71
1458758407,14.268990,70
1458758408,14.300399,70
1458758409,14.532123,69
1458758410,14.030615,71
1458758411,14.256530,70
1458758412,14.254743,70
1458758413,14.207297,71
1458758414,13.890081,72
1458758415,13.750004,72
1458758416,13.846380,73
1458758417,13.708782,72
1458758418,13.862509,73
1458758419,13.960180,71
1458758420,13.639928,74
1458758421,14.225395,70
1458758422,13.625240,73
1458758423,14.159891,71
1458758424,14.252474,70
1458758425,14.299870,70
1458758426,14.283607,70
1458758427,13.935638,72
1458758428,13.741514,72
1458758429,13.669120,73
1458758430,13.839057,73
1458758431,13.838673,72
1458758432,13.479775,74
1458758433,13.729611,73
1458758434,13.406429,75
1458758435,13.524865,74
1458758436,13.774976,72
1458758437,13.817912,72
1458758438,13.676504,74
1458758439,13.155072,76
1458758440,13.895069,72
1458758441,13.642942,73
1458758442,14.031861,71
1458758443,13.625954,73
1458758444,13.843917,73
1458758445,13.554022,73
1458758446,14.011456,72
1458758447,13.791521,72
1458758448,14.332282,70
1458758449,14.475528,69
1458758450,14.470432,69
1458758451,14.372553,69
1458758452,14.624862,69
1458758453,13.966845,71
1458758454,14.161897,71
1458758455,14.259272,70
1458758456,14.587831,69
1458758457,14.358859,69
1458758458,14.447581,70
1458758459,14.650917,68
1458758460,14.245589,70
1458758461,14.350919,70
1458758462,14.698482,68
1458758463,14.921012,67
1458758464,14.810824,67
1458758465,14.521424,69
1458758466,14.479041,69
1458758467,15.081290,66
1458758468,14.415660,70
1458758469,14.153594,70
1458758470,14.469798,69
1458758471,14.641248,69
1458758472,14.484009,69
1458758473,14.590885,68
1458758474,14.094006,71
1458758475,14.004753,72
1458758476,14.026176,71
1458758477,14.228989,70
1458758478,14.208703,70
1458758479,14.942342,67
1458758480,14.203693,71
1458758481,14.229365,70
1458758482,14.510847,69
1458758483,14.481225,69
1458758484,14.590963,68
1458758485,14.323453,70
1458758486,14.170110,71
1458758487,14.220843,70
1458758488,14.107187,71
1458758489,14.360571,70
1458758490,14.459258,69
1458758491,14.368292,69
1458758492,14.624042,68
1458758493,14.189469,71
1458758494,14.187351,71
1458758495,15.007843,66
1458758496,13.942684,72
1458758497,14.377909,69
1458758498,14.247878,71
1458758499,14.656003,68
1458758500,14.483183,69
1458758501,14.738910,68
1458758502,14.351448,69
1458758503,14.629371,68
1458758504,15.305875,66
1458758505,15.195859,66
1458758506,15.159719,66
1458758507,14.986941,66
1458758508,15.589571,65
1458758509,14.752574,67
1458758510,15.768972,64
1458758511,15.004881,66
1458758512,15.280310,66
1458758513,14.666792,68
1458758514,15.323422,65
1458758515,15.482342,65
1458758516,14.887452,67
1458758517,14.870784,67
1458758518,15.095625,66
1458758519,14.850843,68
1458758520,14.731868,67
1458758521,15.411245,65
1458758522,15.438970,65
1458758523,15.236137,66
1458758524,14.976588,66
1458758525,14.835415,68
1458758526,15.157999,66
1458758527,15.114063,66
1458758528,15.051594,66
1458758529,14.804180,68
1458758530,14.924256,67
1458758531,15.279639,43
